"Discount";"Sales";"Age";"Prev_Purch";"Loyalty_card"
0;1442;46;4;0
1;1345;34;5;0
0;1447;59;7;0
0;1392;42;4;0
1;1103;40;9;0
1;1392;48;6;0
1;1549;41;3;1
0;1507;54;4;0
1;1589;59;7;1
0;1603;60;3;0
0;1575;45;1;1
1;1584;46;3;1
1;1550;65;7;0
0;1538;45;4;1
0;1244;48;8;0
0;1582;50;4;1
1;1578;49;5;1
0;1533;58;5;0
0;1427;45;4;0
0;1486;54;5;0
0;1517;39;3;1
1;1261;36;7;0
0;1500;53;4;0
1;1360;26;4;0
1;1378;65;9;0
0;1615;55;5;1
1;1468;59;7;0
1;1492;39;5;1
0;1699;58;1;1
0;1548;41;2;1
0;1721;60;3;1
0;1440;59;7;0
0;1492;55;5;0
0;1478;50;3;0
1;1529;59;6;0
1;1148;47;9;0
1;1544;46;5;1
0;1570;48;4;1
0;1380;53;7;0
1;1310;45;7;0
0;1381;48;6;0
1;1532;50;6;1
0;1747;72;5;0
1;1379;36;7;1
1;1557;56;4;0
0;1455;51;5;0
0;1677;66;4;0
1;1697;58;4;1
1;1627;52;4;1
0;1318;48;7;0
0;1489;42;5;1
0;1492;53;7;1
0;1392;41;4;0
1;1408;42;4;0
1;1358;35;5;0
0;1552;57;4;0
0;1393;38;3;0
0;1560;50;5;1
0;1705;60;4;1
0;1538;53;1;0
1;1670;56;4;1
0;1352;39;5;0
0;1523;64;7;0
1;1164;49;10;1
1;1316;54;8;0
1;1317;36;6;0
1;1183;50;9;0
1;1433;51;6;0
1;1372;36;7;1
1;1537;40;3;1
0;1644;66;5;0
0;1548;59;5;0
0;1574;49;4;1
1;1476;43;6;1
1;1585;51;5;1
1;1410;30;6;1
0;1527;43;4;1
1;1747;65;6;1
1;1529;54;7;1
0;1594;62;5;0
1;1472;48;4;0
0;1599;67;8;1
0;1615;50;2;1
1;1494;61;7;0
1;1486;57;8;1
0;1615;61;3;0
0;1375;29;2;0
0;1888;71;4;1
0;1487;50;2;0
1;1509;31;3;1
1;1048;21;9;0
0;1523;57;5;0
1;1360;43;6;0
0;1458;46;2;0
0;1546;49;5;1
0;1498;55;5;0
0;1573;45;2;1
0;1516;64;7;0
1;1401;48;6;0
0;1599;61;4;0
0;1700;58;2;1
0;1645;55;4;1
1;1410;41;4;0
0;1511;51;2;0
0;1399;43;4;0
0;1327;32;5;0
1;1383;46;6;0
0;1524;57;5;0
1;970;39;10;0
0;1728;66;6;1
0;1503;51;2;0
0;1426;47;7;1
1;1715;67;7;1
0;1436;50;5;0
0;1653;66;5;0
0;1820;71;6;1
1;1649;56;5;1
0;1660;55;3;1
1;1226;41;9;1
0;1627;51;1;1
0;1666;55;3;1
1;1282;51;8;0
0;1375;42;5;0
0;1461;52;5;0
0;1349;38;5;0
0;1442;59;7;0
0;1612;55;5;1
0;1643;62;2;0
1;1527;45;5;1
1;1293;42;7;0
0;1423;45;4;0
1;1452;44;3;0
1;1541;45;5;1
1;1602;52;5;1
0;1820;69;5;1
1;1143;47;9;0
0;1308;47;7;0
1;1410;41;7;1
1;1400;41;7;1
1;1579;60;5;0
0;1386;39;4;0
0;1603;61;4;0
1;1646;56;5;1
1;1561;48;5;1
0;1424;58;7;0
0;1377;32;2;0
1;1597;51;5;1
0;1385;43;5;0
1;1460;45;3;0
1;1676;55;3;1
0;1622;56;5;1
0;1480;49;3;0
0;1789;64;3;1
1;1401;67;10;1
0;1504;44;5;1
0;1506;35;3;1
0;1691;59;4;1
1;1174;34;8;0
0;1754;62;3;1
1;1580;51;5;1
0;1448;54;6;0
0;1321;41;6;0
1;1320;27;5;0
1;1407;30;6;1
1;1454;49;5;0
1;1675;58;5;1
0;1490;38;4;1
0;1497;33;3;1
0;1857;68;2;1
0;1575;61;5;0
0;1555;46;4;1
0;1603;59;0;0
1;1415;31;6;1
1;1386;37;7;1
0;1792;64;2;1
1;1428;51;6;0
0;1433;76;10;0
0;1579;45;1;1
0;1525;40;3;1
0;1424;45;4;0
0;1417;42;2;0
0;1553;44;3;1
0;1771;66;5;1
0;1448;46;3;0
0;1538;47;5;1
0;1654;72;7;0
1;1450;55;8;1
1;1296;26;6;0
1;1322;46;7;0
0;1680;56;3;1
1;1536;49;6;1
0;1550;49;5;1
1;1452;48;7;1
0;1345;26;4;0
0;1688;59;4;1
0;1323;32;5;0
1;1538;51;6;1
1;1444;55;8;1
1;1554;58;5;0
1;1410;54;7;0
1;1280;48;9;1
0;1359;52;7;0
1;1688;56;4;1
0;1623;56;5;1
0;1680;55;1;1
0;1570;48;4;1
1;1338;32;5;0
0;1641;62;2;0
0;1348;27;4;0
1;1382;48;8;1
0;1382;40;4;0
0;1439;50;5;0
0;1618;52;3;1
0;1553;44;2;1
0;1436;45;3;0
1;1425;45;7;1
1;1733;65;6;1
1;1274;38;7;0
0;1665;63;1;0
0;1520;52;2;0
1;1830;67;4;1
1;1581;60;5;0
0;1520;43;4;1
0;1668;55;1;1
0;1427;44;3;0
0;1533;56;4;0
1;1211;53;9;0
0;1418;48;5;0
0;1475;57;6;0
0;1470;50;4;0
0;1401;45;5;0
0;1674;65;3;0
1;1532;39;4;1
1;1675;61;6;1
1;1602;56;6;1
0;1617;50;2;1
0;1503;33;0;1
1;1429;33;6;1
1;1357;25;4;0
1;1704;58;4;1
0;1719;61;4;1
1;1552;51;6;1
1;1564;66;7;0
0;1627;51;2;1
0;1436;43;2;0
0;1445;51;5;0
1;1362;56;9;1
0;1498;39;4;1
0;1487;49;2;0
0;1678;65;3;0
1;1564;48;5;1
0;1426;46;4;0
0;1306;39;6;0
0;1434;46;4;0
0;1576;50;4;1
1;1245;30;7;0
1;1581;44;3;1
0;1511;51;1;0
0;1583;47;3;1
0;1577;57;2;0
1;1201;40;8;0
1;1332;47;7;0
1;1264;58;9;0
0;1715;58;0;1
1;1451;53;6;0
1;1377;45;6;0
0;1509;54;4;0
0;1336;50;7;0
0;1452;50;5;0
0;1565;46;2;1
0;1337;43;6;0
0;1512;37;1;1
1;1353;56;8;0
0;1432;49;5;0
1;1228;41;9;1
0;1835;72;6;1
0;1629;63;4;0
1;1086;53;10;0
1;1310;51;9;1
1;1519;38;4;1
1;1599;46;2;1
0;1623;60;1;0
0;1770;63;3;1
0;1453;45;1;0
0;1700;67;4;0
0;1817;67;4;1
1;1249;46;8;0
0;1449;49;4;0
0;1720;60;3;1
0;1394;41;4;0
1;1477;50;7;1
0;1466;50;4;0
1;1121;43;9;0
0;1573;61;5;0
1;1609;57;6;1
1;1328;37;6;0
1;971;40;10;0
1;1306;38;8;1
0;1421;43;3;0
0;1440;50;5;0
0;1559;43;2;1
0;1637;68;6;0
1;1510;40;5;1
0;1376;32;3;0
0;1585;47;2;1
1;1550;52;6;1
1;1466;40;6;1
0;1408;34;6;1
1;1399;54;7;0
1;1070;55;11;1
1;1150;46;9;0
1;1553;48;5;1
1;1506;32;3;1
1;1165;49;9;0
0;1509;49;6;1
1;1386;46;6;0
1;1545;40;3;1
0;1704;60;4;1
1;1481;50;7;1
0;1595;59;2;0
1;1380;39;5;0
1;1308;53;8;0
1;1355;29;7;1
0;1555;47;4;1
0;1373;32;3;0
0;1480;51;4;0
1;1374;39;5;0
1;1576;50;5;1
1;1198;36;9;1
1;1230;43;9;1
0;1612;49;1;1
1;1549;38;2;1
1;1423;43;7;1
0;1464;47;3;0
0;1805;66;4;1
0;1427;42;2;0
0;1704;67;4;0
1;1149;47;9;0
0;1597;54;5;1
1;1448;36;6;1
0;1398;41;4;0
0;1548;42;2;1
0;1474;50;4;0
1;1125;45;9;0
0;1582;56;6;1
1;1558;48;5;1
1;1551;51;6;1
1;1358;45;8;1
1;1786;71;7;1
0;1666;67;5;0
1;1455;58;7;0
0;1402;39;3;0
1;1379;37;7;1
0;1815;67;4;1
0;1570;45;0;1
0;1637;55;4;1
0;1666;56;3;1
1;1052;53;11;1
1;1320;47;7;0
1;1616;54;5;1
1;1276;48;9;1
0;1546;42;1;1
0;1687;57;2;1
0;1768;66;5;1
0;1424;45;4;0
0;1369;37;4;0
0;1622;54;4;1
1;1521;49;6;1
1;1278;50;8;0
0;1748;69;2;0
0;1816;78;8;1
1;1675;61;6;1
1;1385;37;7;1
0;1596;62;5;0
1;1647;54;4;1
0;1365;58;8;0
0;1364;41;5;0
0;1420;43;3;0
0;1756;62;3;1
1;1804;72;4;0
1;1302;43;7;0
0;1418;42;3;0
0;1476;40;5;1
0;1806;72;2;0
0;1544;46;4;1
0;1605;52;4;1
0;1535;54;1;0
1;1327;41;8;1
0;1565;51;5;1
0;1828;66;2;1
0;1583;58;2;0
0;1520;38;2;1
1;1550;47;5;1
0;1411;42;3;0
1;1480;56;6;0
1;1292;25;6;0
1;1431;35;6;1
1;1381;38;7;1
1;1188;37;8;0
0;1490;34;3;1
0;1788;65;4;1
1;1341;55;8;0
1;1416;11;3;0
0;1625;61;3;0
1;1119;43;9;0
0;1571;47;3;1
1;1274;38;7;0
1;1441;48;5;0
1;1493;44;6;1
0;1468;48;3;0
1;1115;43;9;0
0;1489;55;5;0
0;1520;53;3;0
1;1405;36;3;0
1;1194;39;8;0
0;1412;47;5;0
1;1678;64;4;0
1;1291;59;9;0
0;1473;50;3;0
0;1575;55;6;1
0;1531;54;3;0
0;1585;58;3;0
1;1502;59;8;1
1;1596;55;6;1
1;1513;52;4;0
1;1564;52;6;1
1;1158;49;10;1
0;1663;59;5;1
0;1411;56;7;0
0;1475;54;5;0
0;1566;46;3;1
1;1449;55;8;1
0;1877;69;2;1
0;1484;51;4;0
1;1553;52;6;1
0;1491;41;5;1
1;1807;64;3;1
0;1801;64;1;1
1;1524;40;4;1
1;1426;31;6;1
0;1427;48;5;0
1;1692;59;5;1
1;1271;38;7;0
0;1696;59;4;1
0;1553;41;1;1
0;1661;65;4;0
0;1569;46;3;1
1;1539;50;6;1
0;1451;46;3;0
1;1333;27;5;0
0;1657;54;2;1
1;1692;56;3;1
0;1416;42;3;0
1;1507;55;5;0
0;1493;52;4;0
0;1415;39;2;0
1;1515;43;5;1
0;1454;43;6;1
1;1547;47;5;1
0;1740;61;2;1
1;1493;46;6;1
1;1460;48;7;1
0;1661;55;3;1
1;1398;40;7;1
0;1515;57;5;0
1;1344;41;6;0
0;1589;50;4;1
1;1324;38;6;0
1;1516;48;6;1
1;1336;39;6;0
1;1807;65;4;1
0;1462;52;5;0
0;1453;49;4;0
0;1618;53;4;1
0;1367;37;4;0
1;1523;60;8;1
1;1562;52;6;1
0;1568;59;4;0
0;1516;54;4;0
1;1669;58;5;1
0;1248;40;7;0
0;1535;56;4;0
1;1354;30;7;1
0;1490;50;2;0
0;1659;63;1;0
1;1596;49;4;1
0;1505;53;4;0
0;1480;49;2;0
0;1594;49;3;1
1;1447;39;6;1
1;1430;47;5;0
1;1536;45;5;1
1;1581;58;4;0
1;1371;51;7;0
1;1353;49;7;0
0;1445;47;4;0
1;1488;44;6;1
0;1784;64;3;1
0;1963;78;6;1
0;1514;35;2;1
1;1427;51;6;0
1;1264;36;7;0
0;1397;44;5;0
0;1431;49;5;0
1;806;39;11;0
1;1105;55;10;0
1;1630;62;7;1
0;1514;54;4;0
1;1356;43;6;0
0;1676;67;5;0
0;1550;62;6;0
1;1549;56;7;1
0;1404;51;6;0
0;1383;43;5;0
1;1721;61;5;1
0;1742;68;2;0
1;1647;52;3;1
0;1858;69;4;1
1;1489;44;6;1
1;1237;26;7;0
1;1457;40;6;1
1;1531;50;6;1
0;1562;51;5;1
1;1394;38;4;0
1;872;54;12;1
0;1487;55;5;0
0;1495;51;3;0
0;1682;60;5;1
0;1716;59;2;1
0;1439;27;5;1
1;1314;39;8;1
1;1346;41;6;0
0;1559;44;1;1
0;2001;75;1;1
0;1485;51;4;0
0;1673;56;3;1
0;1622;53;4;1
0;1262;41;7;0
0;1706;59;2;1
0;1454;55;6;0
1;1342;41;6;0
1;1388;34;4;0
0;1468;48;3;0
0;2007;76;3;1
0;1351;48;8;1
0;1383;40;4;0
1;1682;59;5;1
1;1562;46;4;1
0;1550;57;4;0
1;1333;42;8;1
0;1577;47;3;1
1;1462;41;6;1
0;1648;62;0;0
0;1520;41;4;1
0;1657;56;4;1
1;774;44;12;1
0;1645;64;4;0
0;1632;52;1;1
1;1556;49;5;1
1;1550;56;7;1
0;1482;57;6;0
0;1498;43;5;1
1;1580;53;6;1
0;1441;54;6;0
0;1706;60;4;1
0;1411;39;2;0
1;1480;35;5;1
0;1333;33;5;0
1;1811;69;6;1
0;1731;68;2;0
1;1510;53;7;1
0;1597;53;5;1
0;1472;53;5;0
0;1555;47;4;1
1;935;59;12;1
0;1627;62;3;0
1;1115;59;11;1
1;1431;52;6;0
0;1650;64;4;0
0;1736;61;3;1
1;1274;40;7;0
1;1516;36;3;1
0;1657;55;3;1
0;1390;41;4;0
1;928;40;11;1
0;1417;42;3;0
1;1453;47;7;1
0;1432;53;6;0
0;1388;54;7;0
0;1888;69;1;1
1;1159;49;10;1
0;1609;51;4;1
1;1563;49;5;1
1;1576;54;6;1
1;1420;33;6;1
0;1761;64;4;1
0;1446;48;4;0
1;1298;36;8;1
0;1530;43;4;1
0;1503;52;3;0
1;1388;48;8;1
0;1407;46;5;0
1;1347;44;8;1
1;1583;50;5;1
1;1587;51;5;1
0;1507;51;2;0
0;1654;56;4;1
0;1602;52;4;1
1;1489;38;5;1
1;1220;41;9;1
1;1577;46;4;1
0;1788;64;3;1
1;1652;64;7;1
1;1561;52;6;1
0;1728;61;4;1
0;1650;63;2;0
1;1537;39;3;1
0;1450;46;3;0
0;1371;41;5;0
0;1501;59;6;0
0;1630;54;4;1
1;1462;48;7;1
0;1496;49;1;0
0;1750;62;3;1
1;1655;55;4;1
1;1451;47;7;1
1;1589;54;6;1
0;1436;44;3;0
1;1174;33;8;0
0;1688;63;6;1
0;1615;55;5;1
0;1636;57;5;1
1;1524;36;3;1
0;1465;49;4;0
0;1407;39;3;0
0;1588;48;3;1
0;1533;53;2;0
1;1352;43;6;0
0;1409;44;4;0
1;1435;37;6;1
1;1547;61;6;0
0;1794;64;3;1
1;1321;37;6;0
0;1576;46;2;1
1;1192;52;10;1
0;1613;62;4;0
1;1517;36;3;1
1;1578;50;5;1
0;1555;47;4;1
0;1443;44;1;0
0;1656;56;4;1
0;1282;61;9;0
1;1327;38;6;0
0;1397;36;1;0
0;1709;59;3;1
0;1600;63;5;0
1;1694;60;5;1
1;1427;42;4;0
0;1454;47;3;0
1;1589;54;6;1
1;1450;42;2;0
1;1413;42;4;0
0;1423;48;5;0
0;1867;70;4;1
1;1461;40;6;1
0;1435;53;6;0
1;1625;62;7;1
1;1653;60;6;1
0;1673;55;2;1
1;1471;28;4;1
0;1365;28;3;0
0;1391;55;7;0
1;1444;53;8;1
1;1476;51;5;0
1;1498;46;6;1
0;1455;47;2;0
0;1807;68;5;1
1;1686;65;4;0
1;1586;50;5;1
1;1569;49;5;1
0;1740;61;2;1
1;1544;56;7;1
0;1550;55;1;0
1;1299;49;9;1
1;1320;52;9;1
1;1514;38;4;1
0;1415;44;4;0
0;1468;48;3;0
0;1641;61;6;1
1;1497;40;5;1
0;1387;39;4;0
0;1625;63;4;0
1;1481;57;8;1
0;1539;58;5;0
0;1446;45;2;0
0;1638;52;1;1
1;1354;35;5;0
0;1450;35;5;1
0;1404;38;3;0
1;1261;37;7;0
1;1336;39;6;0
1;1525;54;7;1
0;1602;63;5;0
1;1487;57;8;1
0;1497;52;3;0
0;1584;56;6;1
1;1491;56;6;0
0;1405;41;3;0
0;1560;47;4;1
1;1328;40;6;0
0;1847;67;2;1
0;1578;59;4;0
0;1434;47;4;0
1;1501;59;8;1
1;1624;54;5;1
0;1547;46;4;1
0;1413;43;4;0
0;1453;51;5;0
1;1614;72;9;1
1;1531;38;3;1
0;1456;47;3;0
0;1553;55;1;0
1;1210;53;9;0
0;1586;59;3;0
1;1499;65;9;1
0;1395;39;4;0
0;1528;55;4;0
0;1550;43;3;1
0;1657;58;5;1
0;1661;54;0;1
0;1901;72;4;1
1;1680;58;5;1
0;1533;55;3;0
1;1541;42;4;1
1;1393;40;7;1
0;1492;50;3;0
0;1529;43;4;1
0;1508;51;2;0
0;1680;68;5;0
0;1558;45;3;1
1;1558;52;6;1
0;1690;58;3;1
1;1556;48;5;1
0;1351;45;6;0
0;1388;33;2;0
0;1740;62;4;1
0;1593;47;2;1
1;1520;38;4;1
1;1454;53;6;0
1;1479;42;6;1
1;1376;47;8;1
0;1652;61;6;1
1;1583;44;3;1
0;1508;52;3;0
1;1554;52;6;1
1;1588;67;7;0
1;1695;67;5;0
0;1393;55;7;0
1;1436;35;6;1
0;1627;61;3;0
1;1690;55;2;1
0;1525;62;8;1
1;1063;32;9;0
0;1547;59;5;0
1;1664;61;6;1
0;1593;51;4;1
0;1480;49;3;0
1;1470;41;6;1
1;1589;48;4;1
0;1642;53;3;1
0;1850;73;6;1
1;1901;72;5;1
0;1565;47;4;1
1;1314;39;8;1
0;1528;37;1;1
0;1568;57;3;0
1;1481;44;6;1
0;1718;59;3;1
0;1453;49;4;0
0;1781;64;3;1
0;1521;55;4;0
0;1491;50;2;0
1;1373;45;6;0
0;1475;51;4;0
1;833;44;11;0
1;1038;62;11;0
0;1649;54;2;1
1;1269;38;7;0
0;1541;65;7;0
1;1643;63;7;1
0;1915;71;2;1
0;1492;51;3;0
1;1787;64;4;1
1;1319;53;9;1
0;1521;53;3;0
0;1528;54;3;0
0;1516;52;2;0
0;1475;33;4;1
0;1416;41;3;0
1;1556;58;5;0
1;1334;53;9;1
0;1558;47;4;1
0;1550;43;3;1
1;1594;52;5;1
1;1638;52;4;1
0;1352;51;7;0
0;1653;64;4;0
0;1240;49;8;0
0;1462;52;5;0
0;1627;51;2;1
0;1513;51;0;0
1;1450;49;5;0
1;1619;57;6;1
1;1357;50;7;0
0;1633;62;3;0
1;1115;44;10;1
0;1604;59;1;0
1;1282;48;9;1
0;1578;51;5;1
1;1602;60;7;1
1;1476;49;4;0
1;1497;40;5;1
1;1483;52;5;0
0;1722;59;3;1
0;1412;40;2;0
1;1392;40;7;1
1;1611;50;4;1
0;1295;45;7;0
0;1481;48;2;0
1;1672;58;5;1
0;1617;64;5;0
1;1413;50;6;0
1;1285;49;9;1
0;1495;50;2;0
0;1500;43;5;1
0;1621;64;5;0
1;1525;44;5;1
1;1506;41;5;1
1;1254;36;7;0
1;1096;54;10;0
0;1636;62;2;0
1;1451;48;5;0
1;1424;46;5;0
1;1637;58;6;1
1;1374;58;8;0
1;1289;60;10;1
0;1556;58;4;0
0;1552;46;4;1
1;1541;45;5;1
1;1382;40;5;0
1;1745;61;4;1
1;1608;48;3;1
0;1506;51;3;0
0;1460;43;6;1
1;1298;50;9;1
0;1347;35;7;1
1;1518;41;5;1
0;1566;58;4;0
1;1403;40;7;1
1;1443;48;5;0
0;1149;49;9;0
0;1563;50;5;1
1;1424;50;6;0
0;1464;48;3;0
1;1732;58;2;1
1;1383;40;5;0
1;1385;31;3;0
1;1272;47;9;1
1;1561;45;4;1
1;1387;24;3;0
0;1488;55;5;0
1;1556;52;6;1
0;1374;38;4;0
1;1215;54;9;0
0;1483;51;4;0
0;1966;80;2;0
1;1775;67;6;1
0;1445;48;4;0
0;1419;47;5;0
1;1507;36;4;1
1;1552;65;7;0
0;1473;31;4;1
0;1700;60;4;1
1;1329;53;9;1
1;1564;46;4;1
1;1733;62;5;1
0;1534;39;2;1
0;1583;56;6;1
0;1593;48;3;1
1;1717;64;6;1
0;1464;52;5;0
0;1375;48;6;0
1;1562;57;7;1
0;1426;44;3;0
0;1213;45;8;0
1;1619;54;5;1
1;1159;29;8;0
0;1604;49;2;1
0;1670;56;3;1
0;1486;52;4;0
0;1505;55;5;0
0;1563;63;6;0
0;1564;58;4;0
1;1541;37;3;1
0;1631;59;6;1
0;1772;71;4;0
0;1427;45;4;0
0;1421;52;6;0
0;1441;32;5;1
1;1383;48;8;1
0;1421;43;3;0
0;1561;60;5;0
1;1297;42;7;0
1;1622;54;5;1
0;1629;53;4;1
0;1537;56;4;0
1;1540;57;5;0
1;1331;54;8;0
0;1626;62;4;0
0;1526;61;6;0
0;1638;52;0;1
0;1679;70;6;0
1;1326;46;7;0
0;1513;52;3;0
1;1577;47;4;1
0;1529;42;4;1
0;1458;49;4;0
1;1432;41;3;0
0;1449;50;5;0
1;1534;41;4;1
1;1576;53;6;1
1;1364;50;7;0
1;1375;48;8;1
0;1601;51;4;1
0;1376;47;6;0
0;1373;42;5;0
0;1590;58;1;0
0;1761;69;1;0
1;1535;11;3;1
0;1454;47;3;0
0;1565;46;3;1
0;1570;48;4;1
1;1677;56;4;1
0;1675;66;4;0
0;1637;53;3;1
1;1161;31;8;0
0;1574;57;2;0
0;1779;63;2;1
0;1556;58;7;1
1;1556;44;4;1
0;1735;60;3;1
0;1611;50;3;1
0;1683;65;3;0
0;1437;42;2;0
1;1605;50;4;1
0;1435;49;5;0
0;1433;44;3;0
1;1304;44;7;0
1;1227;41;9;1
0;1619;53;4;1
0;1330;35;5;0
0;1473;51;7;1
1;978;41;10;0
1;1395;39;7;1
1;1710;63;6;1
0;1646;62;2;0
1;1652;56;5;1
1;1439;46;7;1
0;1504;59;6;0
1;1441;37;6;1
1;1419;33;6;1
0;1673;55;2;1
1;1559;56;4;0
0;1534;58;5;0
0;1532;54;3;0
1;1693;58;4;1
1;1659;52;2;1
1;1514;55;5;0
0;1412;47;5;0
1;1551;44;4;1
0;1462;49;4;0
1;951;38;10;0
1;1476;50;7;1
0;1749;63;4;1
1;1091;54;10;0
1;1656;55;4;1
1;1491;44;6;1
0;1493;51;3;0
0;1722;59;2;1
0;1816;65;1;1
0;1476;48;2;0
0;1508;59;6;0
1;1249;45;9;1
0;1548;53;6;1
0;1392;41;4;0
1;1485;52;5;0
0;1616;51;2;1
0;1601;57;6;1
0;1602;60;3;0
0;1510;52;1;0
1;1357;57;8;0
0;1647;66;5;0
1;1586;54;6;1
0;1499;53;4;0
0;1502;40;4;1
0;1395;37;2;0
1;1633;55;5;1
1;1384;18;3;0
0;1502;52;3;0
0;1419;44;3;0
0;1293;61;9;0
1;1510;53;7;1
0;1605;60;3;0
0;1550;46;4;1
0;1390;38;2;0
0;1580;47;2;1
1;1444;45;4;0
0;1445;51;5;0
0;1353;39;5;0
1;1349;42;6;0
1;1454;47;7;1
1;1588;46;3;1
0;1699;65;0;0
1;1297;52;8;0
0;1464;52;5;0
0;1417;43;3;0
1;1465;54;6;0
1;1539;39;3;1
1;1531;55;7;1
1;1506;31;3;1
1;1654;60;6;1
1;1416;45;5;0
0;1568;60;5;0
0;1551;44;3;1
0;1419;43;3;0
0;1519;52;1;0
0;1550;45;4;1
0;1516;52;1;0
1;1051;25;9;0
1;1544;39;3;1
0;1423;48;5;0
1;1629;58;6;1
0;1957;74;3;1
0;1710;66;2;0
1;1124;43;9;0
0;1694;58;3;1
1;1380;46;6;0
0;1393;37;3;0
0;1314;48;7;0
0;1566;57;2;0
0;1389;48;6;0
0;1651;54;3;1
0;1289;44;7;0
0;1428;45;4;0
0;1537;43;3;1
1;1456;39;6;1
0;1530;61;6;0
0;1552;49;5;1
0;1576;57;2;0
1;1663;60;6;1
1;1407;48;6;0
1;1502;53;7;1
0;1529;43;4;1
0;1432;53;6;0
0;1733;60;2;1
1;1433;42;3;0
0;1289;34;6;0
0;1373;35;3;0
1;1568;43;3;1
1;1306;61;9;0
0;1490;37;4;1
0;1648;58;5;1
0;1479;49;3;0
1;1436;46;7;1
1;1247;44;9;1
1;1156;48;10;1
1;1687;57;4;1
1;1303;43;7;0
0;1651;53;2;1
0;1273;43;7;0
0;1575;47;3;1
0;1569;59;4;0
0;1397;45;5;0
0;1788;64;2;1
1;985;58;11;0
0;1501;51;2;0
1;1575;64;8;1
0;1393;37;3;0
1;1590;55;6;1
0;1506;33;1;1
1;1069;31;9;0
0;1571;46;2;1
0;1624;61;3;0
0;1383;37;3;0
1;1843;67;4;1
0;1475;50;4;0
0;1241;48;8;0
0;1639;62;1;0
0;1643;61;0;0
1;1347;44;8;1
0;1413;41;3;0
0;1634;62;3;0
0;1503;40;4;1
1;1642;59;6;1
0;1436;45;3;0
0;1336;57;8;0
1;1509;26;2;1
0;1682;57;3;1
0;1672;59;5;1
1;1422;31;6;1
1;1577;50;5;1
1;1522;54;4;0
0;1521;53;2;0
1;1296;49;9;1
0;1661;55;3;1
0;1727;60;2;1
0;1432;53;6;0
1;1710;67;7;1
1;1453;49;5;0
1;1527;44;5;1
1;1577;66;7;0
1;1514;48;6;1
0;1717;61;4;1
1;1455;45;3;0
0;1618;60;0;0
0;1414;38;2;0
0;1458;52;5;0
0;1459;46;2;0
1;1401;38;4;0
0;1296;38;6;0
1;1302;60;10;1
0;1622;51;2;1
0;1672;57;4;1
1;1523;33;1;1
0;1355;52;7;0
0;1611;66;6;0
1;1533;45;5;1
0;1482;50;3;0
1;1433;48;5;0
0;1603;66;6;0
0;1635;52;2;1
0;1444;45;1;0
1;1173;49;9;0
0;1622;52;3;1
0;1415;52;6;0
1;1478;36;5;1
0;1739;62;4;1
1;1593;59;7;1
0;1695;58;3;1
0;1515;53;3;0
1;1187;39;8;0
0;1446;47;4;0
0;1337;43;6;0
1;1417;33;6;1
1;1496;40;5;1
1;807;40;11;0
1;1452;39;6;1
0;1363;46;6;0
1;1578;50;5;1
1;1559;53;6;1
1;1069;32;9;0
0;1591;53;5;1
1;1535;55;7;1
0;1395;35;1;0
0;1365;35;4;0
1;1553;47;5;1
1;1202;62;10;0
1;1391;46;6;0
0;1573;55;6;1
0;1515;38;3;1
1;1631;52;4;1
1;1419;43;7;1
1;1567;46;4;1
0;1676;57;4;1
0;1582;60;4;0
0;1459;52;5;0
0;1324;42;6;0
1;1453;22;5;1
0;1538;54;2;0
1;1580;54;6;1
1;1553;47;5;1
1;1426;51;6;0
1;1477;54;6;0
1;1673;54;3;1
1;1535;45;5;1
0;1660;55;3;1
1;1295;51;8;0
0;1569;63;6;0
0;1450;59;7;0
0;1334;42;6;0
0;1594;63;5;0
0;1466;38;5;1
0;1720;61;4;1
1;1638;51;3;1
0;1373;53;7;0
0;1775;66;5;1
1;1552;52;6;1
0;1509;54;4;0
1;1315;45;7;0
0;1441;54;6;0
0;1513;52;2;0
0;1638;62;3;0
0;1374;34;3;0
0;1420;57;7;0
0;1727;61;4;1
1;1402;39;4;0
0;1276;59;9;0
0;1414;42;3;0
0;1308;46;7;0
0;1368;33;3;0
0;1525;53;0;0
1;1440;36;6;1
0;1638;62;3;0
1;1306;39;8;1
1;1649;59;6;1
1;1274;40;7;0
0;1370;30;2;0
0;1718;72;6;0
1;865;54;12;1
1;1601;56;6;1
1;1516;48;6;1
0;1803;66;4;1
0;1392;41;4;0
0;1584;53;5;1
0;1756;65;5;1
0;1542;42;3;1
0;1375;29;2;0
0;1542;41;1;1
0;1437;46;4;0
1;1340;33;5;0
0;1561;50;5;1
1;1331;41;8;1
1;1533;60;6;0
0;1294;45;7;0
1;1478;57;8;1
0;1682;65;3;0
0;1330;42;6;0
0;1536;56;4;0
1;1573;49;5;1
0;1545;45;4;1
1;1513;48;6;1
0;1496;49;6;1
1;1534;53;3;0
0;1551;56;3;0
1;1293;51;8;0
1;1006;45;10;0
0;1529;54;3;0
1;1531;34;2;1
0;1562;56;2;0
0;1545;55;3;0
1;1346;32;5;0
1;1528;49;6;1
0;1534;41;1;1
0;1511;37;3;1
1;1464;41;6;1
1;1632;50;3;1
0;1796;64;2;1
0;1665;55;0;1
1;1533;55;7;1
0;1491;55;5;0
1;1338;56;8;0
1;1400;41;7;1
1;1323;38;6;0
1;1646;51;2;1
0;1761;62;3;1
1;1410;54;7;0
0;1712;66;1;0
0;1471;51;4;0
0;1463;46;2;0
0;1426;53;6;0
